EAR,MAR,TIME
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3233850234372002,0.31987520201261865,20:27:16.384996
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3233850234372002,0.31987520201261865,20:27:16.384996
0.3250722543480584,0.24335210265819232,20:27:17.030697
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3233850234372002,0.31987520201261865,20:27:16.384996
0.3250722543480584,0.24335210265819232,20:27:17.030697
0.3150375833639093,0.21573786516665266,20:27:17.676543
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3233850234372002,0.31987520201261865,20:27:16.384996
0.3250722543480584,0.24335210265819232,20:27:17.030697
0.3150375833639093,0.21573786516665266,20:27:17.676543
0.31095943027549117,0.5101629223169555,20:27:18.186774
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3233850234372002,0.31987520201261865,20:27:16.384996
0.3250722543480584,0.24335210265819232,20:27:17.030697
0.3150375833639093,0.21573786516665266,20:27:17.676543
0.31095943027549117,0.5101629223169555,20:27:18.186774
0.27779369048746483,0.26309740756640565,20:27:18.737010
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3233850234372002,0.31987520201261865,20:27:16.384996
0.3250722543480584,0.24335210265819232,20:27:17.030697
0.3150375833639093,0.21573786516665266,20:27:17.676543
0.31095943027549117,0.5101629223169555,20:27:18.186774
0.27779369048746483,0.26309740756640565,20:27:18.737010
0.29760314402636806,0.15500938466242947,20:27:19.448710
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3233850234372002,0.31987520201261865,20:27:16.384996
0.3250722543480584,0.24335210265819232,20:27:17.030697
0.3150375833639093,0.21573786516665266,20:27:17.676543
0.31095943027549117,0.5101629223169555,20:27:18.186774
0.27779369048746483,0.26309740756640565,20:27:18.737010
0.29760314402636806,0.15500938466242947,20:27:19.448710
0.2682530494346851,0.174535599249993,20:27:20.025757
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3233850234372002,0.31987520201261865,20:27:16.384996
0.3250722543480584,0.24335210265819232,20:27:17.030697
0.3150375833639093,0.21573786516665266,20:27:17.676543
0.31095943027549117,0.5101629223169555,20:27:18.186774
0.27779369048746483,0.26309740756640565,20:27:18.737010
0.29760314402636806,0.15500938466242947,20:27:19.448710
0.2682530494346851,0.174535599249993,20:27:20.025757
0.3037503192774952,0.18834271799576283,20:27:20.506825
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3233850234372002,0.31987520201261865,20:27:16.384996
0.3250722543480584,0.24335210265819232,20:27:17.030697
0.3150375833639093,0.21573786516665266,20:27:17.676543
0.31095943027549117,0.5101629223169555,20:27:18.186774
0.27779369048746483,0.26309740756640565,20:27:18.737010
0.29760314402636806,0.15500938466242947,20:27:19.448710
0.2682530494346851,0.174535599249993,20:27:20.025757
0.3037503192774952,0.18834271799576283,20:27:20.506825
0.24979985967066518,0.2552284749830793,20:27:21.154751
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3233850234372002,0.31987520201261865,20:27:16.384996
0.3250722543480584,0.24335210265819232,20:27:17.030697
0.3150375833639093,0.21573786516665266,20:27:17.676543
0.31095943027549117,0.5101629223169555,20:27:18.186774
0.27779369048746483,0.26309740756640565,20:27:18.737010
0.29760314402636806,0.15500938466242947,20:27:19.448710
0.2682530494346851,0.174535599249993,20:27:20.025757
0.3037503192774952,0.18834271799576283,20:27:20.506825
0.24979985967066518,0.2552284749830793,20:27:21.154751
0.27356429689547246,0.0804737854124365,20:27:21.667427
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3233850234372002,0.31987520201261865,20:27:16.384996
0.3250722543480584,0.24335210265819232,20:27:17.030697
0.3150375833639093,0.21573786516665266,20:27:17.676543
0.31095943027549117,0.5101629223169555,20:27:18.186774
0.27779369048746483,0.26309740756640565,20:27:18.737010
0.29760314402636806,0.15500938466242947,20:27:19.448710
0.2682530494346851,0.174535599249993,20:27:20.025757
0.3037503192774952,0.18834271799576283,20:27:20.506825
0.24979985967066518,0.2552284749830793,20:27:21.154751
0.27356429689547246,0.0804737854124365,20:27:21.667427
0.3252694765035427,0.16666666666666669,20:27:22.259639
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3233850234372002,0.31987520201261865,20:27:16.384996
0.3250722543480584,0.24335210265819232,20:27:17.030697
0.3150375833639093,0.21573786516665266,20:27:17.676543
0.31095943027549117,0.5101629223169555,20:27:18.186774
0.27779369048746483,0.26309740756640565,20:27:18.737010
0.29760314402636806,0.15500938466242947,20:27:19.448710
0.2682530494346851,0.174535599249993,20:27:20.025757
0.3037503192774952,0.18834271799576283,20:27:20.506825
0.24979985967066518,0.2552284749830793,20:27:21.154751
0.27356429689547246,0.0804737854124365,20:27:21.667427
0.3252694765035427,0.16666666666666669,20:27:22.259639
0.2740104821605961,0.174535599249993,20:27:22.880892
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3233850234372002,0.31987520201261865,20:27:16.384996
0.3250722543480584,0.24335210265819232,20:27:17.030697
0.3150375833639093,0.21573786516665266,20:27:17.676543
0.31095943027549117,0.5101629223169555,20:27:18.186774
0.27779369048746483,0.26309740756640565,20:27:18.737010
0.29760314402636806,0.15500938466242947,20:27:19.448710
0.2682530494346851,0.174535599249993,20:27:20.025757
0.3037503192774952,0.18834271799576283,20:27:20.506825
0.24979985967066518,0.2552284749830793,20:27:21.154751
0.27356429689547246,0.0804737854124365,20:27:21.667427
0.3252694765035427,0.16666666666666669,20:27:22.259639
0.2740104821605961,0.174535599249993,20:27:22.880892
0.30311621487836266,0.174535599249993,20:27:23.435816
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3233850234372002,0.31987520201261865,20:27:16.384996
0.3250722543480584,0.24335210265819232,20:27:17.030697
0.3150375833639093,0.21573786516665266,20:27:17.676543
0.31095943027549117,0.5101629223169555,20:27:18.186774
0.27779369048746483,0.26309740756640565,20:27:18.737010
0.29760314402636806,0.15500938466242947,20:27:19.448710
0.2682530494346851,0.174535599249993,20:27:20.025757
0.3037503192774952,0.18834271799576283,20:27:20.506825
0.24979985967066518,0.2552284749830793,20:27:21.154751
0.27356429689547246,0.0804737854124365,20:27:21.667427
0.3252694765035427,0.16666666666666669,20:27:22.259639
0.2740104821605961,0.174535599249993,20:27:22.880892
0.30311621487836266,0.174535599249993,20:27:23.435816
0.288031146844711,0.3428461095262013,20:27:24.015800
0.3028198322652128,0.19621165057908915,20:27:15.810626
0.3233850234372002,0.31987520201261865,20:27:16.384996
0.3250722543480584,0.24335210265819232,20:27:17.030697
0.3150375833639093,0.21573786516665266,20:27:17.676543
0.31095943027549117,0.5101629223169555,20:27:18.186774
0.27779369048746483,0.26309740756640565,20:27:18.737010
0.29760314402636806,0.15500938466242947,20:27:19.448710
0.2682530494346851,0.174535599249993,20:27:20.025757
